Object ID	Mean Intensity DAPI	Elongation Factor 	Mean Intensity Alexa 488	Mean Intensity Alexa 555	Total Intensity Alexa 555	Mean Intensity Alexa 647	Well 	Position 	X 	Y 	Area 	Z 	Parent Object ID (Well)	Parent Trace ID
0	819.08777	1.8963909	111.01733	43.683414	378211	2.9777086	1	1	-53063.546	77024.644	8658	5691.79	0	-1
1	525.75482	1.4659201	83.431931	42.048645	214364	5.3256178	1	1	-53297.198	77013.034	5098	5691.79	0	-1
2	617.05988	1.6200498	85.58522	46.438007	165923	2.5174923	1	1	-53303.809	76992.555	3573	5691.79	0	-1
3	629.47882	2.6288376	94.760269	35.078568	165641	218.03516	1	1	-53063.224	76934.827	4722	5691.79	0	-1
4	660.21216	1.5996348	111.18028	33.600159	127479	3.7485504	1	1	-53103.375	76918.541	3794	5691.79	0	-1
5	698.08636	1.5589546	116.07937	36.971306	121118	3.8205128	1	1	-53098.86	76900.643	3276	5691.79	0	-1
6	453.24243	1.9162236	75.916267	33.359528	174904	2.501049	1	1	-53175.293	76892.58	5243	5691.79	0	-1
7	678.02045	1.7089689	95.128738	27.786455	91084	3.0747406	1	1	-53207.543	77113.492	3278	5691.79	0	-1
8	944.64471	1.4734061	103.63396	73.546921	637137	249.68106	1	1	-53134.012	77102.205	8663	5691.79	0	-1
9	637.38751	2.84508	148.51274	41.157791	231101	3.2988424	1	1	-53093.861	77093.175	5615	5691.79	0	-1
10	886.47607	1.8834474	130.95166	68.781647	391230	12.367616	1	1	-53064.03	77072.212	5688	5691.79	0	-1
11	654.7984	1.7146857	97.140671	48.338684	189681	11.248981	1	1	-53143.365	77048.025	3924	5691.79	0	-1
12	887.31708	1.5456131	108.57355	50.892166	291663	3.965451	1	1	-53165.295	77006.1	5731	5691.79	0	-1
13	741.5163	1.6833542	138.86765	53.507198	171009	78.825096	1	1	-53044.196	76988.04	3196	5691.79	0	-1
14	633.84924	1.8051966	101.97527	59.309822	422108	3.2783477	1	1	-53247.855	76964.497	7117	5691.79	0	-1
15	538.78979	1.6851977	80.532127	37.483482	165676.98	2.9289594	1	1	-53125.95	76957.402	4420	5691.79	0	-1
16	575.13165	1.5418546	95.922516	30.847542	123020	3.4663992	1	1	-53087.895	76955.145	3988	5691.79	0	-1
17	732.80695	2.068133	124.79818	47.408108	286582	3.5129859	1	1	-53374.114	76946.276	6045	5691.79	0	-1
18	653.02539	1.6099272	110.26228	47.732056	176895	114.80977	1	1	-53327.674	76946.76	3706	5691.79	0	-1
19	718.43176	1.9851665	130.14044	59.729698	378089	3.7442338	1	1	-53365.406	76912.736	6330	5691.79	0	-1
20	1002.0836	1.5385434	171.34889	91.227196	428038	4.6624041	1	1	-53140.785	76910.962	4692	5691.79	0	-1
21	534.67834	2.1453403	95.935074	42.045742	199465	158.73503	1	1	-53315.096	76906.931	4744	5691.79	0	-1
22	493.38519	2.2274853	72.935455	30.991932	149815	3.1317749	1	1	-53199.802	76877.584	4834	5691.79	0	-1
23	817.32123	2.5767871	116.14519	60.241165	521568	347.87479	1	1	-53323.32	76870.327	8658	5691.79	0	-1
24	733.41797	2.035611	98.603607	55.585133	249744	263.48541	1	1	-53279.944	76863.716	4493	5691.79	0	-1
25	640.48621	1.8660109	119.31876	50.129208	229291	230.4167	1	1	-53256.724	76848.559	4574	5691.79	0	-1
26	899.11633	1.9783307	120.26127	65.50631	710808.94	101.43388	1	1	-53212.702	76835.497	10851	5691.79	0	-1
27	637.46735	2.0368752	116.59191	41.149139	150647	2.151871	1	1	-53292.683	76942.406	3661	5691.79	0	-1
28	690.99121	2.6576102	101.94256	35.325787	252756	14.699231	1	1	-53258.82	76918.219	7155	5691.79	0	-1
29	816.56079	2.1014632	99.960228	39.18399	160576	162.78038	1	1	-53261.561	76896.773	4098	5691.79	0	-1
30	743.26221	1.7119663	97.190445	35.998577	177113	152.49451	1	1	-53245.598	76885.646	4920	5691.79	0	-1
31	1143.1036	1.6721273	141.4644	68.562866	291735	50.499649	1	1	-53154.169	76848.881	4255	5691.79	0	-1
32	913.0116	1.9772109	170.6225	53.548332	152345	4.317399	1	1	-53273.655	77086.886	2845	5691.79	0	-1
33	928.04132	1.6089271	145.63322	52.227657	123884	4.1770658	1	1	-53289.296	77082.21	2372	5691.79	0	-1
34	975.77533	1.8447828	135.93983	55.473625	709896	4.2184105	1	1	-53267.85	77060.602	12797	5691.79	0	-1
35	839.65936	1.7217147	180.32697	74.335976	206431	13.568599	1	1	-53162.876	77079.307	2777	5691.79	0	-1
36	750.68256	1.8718778	171.65407	66.32103	221047.98	19.208221	1	1	-53144.01	77071.245	3333	5691.79	0	-1
37	939.12628	1.6586182	131.27365	71.296394	294668	260.86063	1	1	-53124.176	77061.409	4133	5691.79	0	-1
38	820.14581	1.8713565	76.2379	52.546032	322475	3.4086688	1	1	-53238.825	77092.53	6137	5691.79	0	-1
39	825.88879	1.6761408	101.30066	53.483727	276083	218.04475	1	1	-53180.614	77065.924	5162	5691.79	0	-1
40	890.20032	1.8347855	102.65456	38.410336	232612.98	7.4773779	1	1	-53133.206	76868.876	6056	5691.79	0	-1
41	715.01282	1.7150522	141.33115	54.552097	191096	3.7396517	1	1	-53114.824	76856.621	3503	5691.79	0	-1
42	530.02417	3.5351259	125.21747	35.561726	223541	3.2723513	1	1	-53247.694	77023.193	6286	5691.79	0	-1
43	427.03299	1.4511229	113.37374	25.244444	37488	3.719192	1	1	-53232.052	77010.615	1485	5691.79	0	-1
44	388.06769	1.9764844	100.75653	20.027315	33726	3.1728029	1	1	-53223.345	76998.199	1684	5691.79	0	-1
45	920.87671	1.9014819	98.914833	54.096092	386192	28.913294	1	1	-53348.798	77030.771	7139	5691.79	0	-1
46	707.35638	1.9071739	92.332764	51.675312	243029	248.798	1	1	-53322.353	77027.385	4703	5691.79	0	-1
47	998.78485	1.9449566	79.149429	70.419144	246467	265.72229	1	1	-53337.026	77014.001	3500	5691.79	0	-1
