Object ID	Mean Intensity DAPI	Elongation Factor 	Mean Intensity Alexa 488	Mean Intensity Alexa 555	Total Intensity Alexa 555	Mean Intensity Alexa 647	Well 	Position 	X 	Y 	Area 	Z 	Parent Object ID (Well)	Parent Trace ID
0	513.83624	1.8726003	242.17422	95.353004	273091	24.190643	1	1	-22485.134	77000.339	2864	5720.03	0	-1
1	364.96426	1.8726136	165.41185	70.961296	214516	5.6566324	1	1	-22555.761	76982.601	3023	5720.03	0	-1
2	375.83289	1.9756204	219.35013	60.80946	137551	6.2480106	1	1	-22482.715	77098.056	2262	5720.03	0	-1
3	415.53305	1.7175052	197.53622	64.138023	121285	5.7852988	1	1	-22488.197	77082.254	1891	5720.03	0	-1
4	361.31186	1.6003416	247.36073	78.934258	182496	6.853806	1	1	-22562.211	77055.003	2312	5720.03	0	-1
5	402.88046	1.6703528	236.24017	74.523422	138390	6.7565966	1	1	-22568.339	77041.296	1857	5720.03	0	-1
6	186.45157	1.619732	133.70805	49.44698	398691	4.0096736	2	1	-21509.991	77090.477	8063	5721.43	1	-1
7	226.97821	1.5274889	168.47896	48.010445	160883	4.2882724	2	1	-21467.099	77026.461	3351	5721.43	1	-1
8	356.63498	1.4353008	140.49602	88.572891	155534	4.9014807	2	1	-21413.725	77000.661	1756	5721.43	1	-1
9	257.28879	1.4858657	205.5638	52.914459	149695	4.0586782	2	1	-21597.873	76951.803	2829	5721.43	1	-1
10	331.45926	1.7686099	183.8064	62.486717	138783	4.8104458	2	1	-21646.57	76949.706	2221	5721.43	1	-1
11	325.87155	1.4834916	210.84171	81.819992	180904	4.5956583	2	1	-21563.042	76931.163	2211	5721.43	1	-1
12	244.24188	1.5836188	137.52466	60.936016	195239	3.5817728	2	1	-21568.364	77124.824	3204	5721.43	1	-1
13	244.59891	2.0513934	171.75795	51.250092	140169	5.1893969	2	1	-21455.327	77114.826	2735	5721.43	1	-1
14	281.53574	1.4585106	163.53752	49.927807	139698	4.6840601	2	1	-21602.549	77078.384	2798	5721.43	1	-1
