Object ID	Mean Intensity DAPI	Elongation Factor 	Mean Intensity Alexa 488	Mean Intensity Alexa 555	Total Intensity Alexa 555	Mean Intensity Alexa 647	Well 	Position 	X 	Y 	Area 	Z 	Parent Object ID (Well)	Parent Trace ID
0	203.99481	1.7418125	228.02367	57.989635	257358	5.3278503	1	1	-114512.41	77051.148	4438	5735.96	0	-1
1	170.31012	2.405486	149.41862	36.460819	120977	3.2561784	1	1	-114425.01	77064.048	3318	5735.96	0	-1
2	177.29262	2.2289641	155.71414	40.30954	119155	3.2554128	1	1	-114452.42	77052.76	2956	5735.96	0	-1
3	289.41711	2.2940884	279.65845	20.449369	40592	3.5828714	1	1	-114470.64	77081.301	1985	5735.96	0	-1
4	182.02411	1.6527695	192.76151	55.682472	274793	4.0441742	1	1	-114473.55	77096.943	4935	5735.96	0	-1
5	331.06116	1.6292084	207.26929	66.950706	146689	5.7704244	2	1	-113339.73	76937.466	2191	5734.34	1	-1
6	244.47368	1.7759547	199.8744	53.105263	177584	5.6549044	2	1	-113567.9	76896.186	3344	5734.34	1	-1
7	270.92081	1.866965	173.21225	73.400818	179832	7.1820407	2	1	-113577.09	77102.264	2450	5734.34	1	-1
8	260.81964	1.6379371	141.50679	60.942501	170639	4.3953571	2	1	-113321.35	76912.473	2800	5734.34	1	-1
9	286.04623	2.1433991	197.56113	64.374611	164284	6.8934169	2	1	-113508.56	76919.89	2552	5734.34	1	-1
10	170.66769	1.5035165	100.17732	41.573895	375828	3.3622787	2	1	-113331.83	76981.649	9040	5734.34	1	-1
11	469.08588	1.7176852	189.97391	29.029892	53415	6.9804349	2	1	-113501.47	76895.541	1840	5734.34	1	-1
12	189.48012	1.6432567	83.871445	45.570801	363336	3.9318953	2	1	-113535.33	77025.992	7973	5734.34	1	-1
13	120.80577	1.4985332	74.33062	40.40749	452079	2.9858778	2	1	-113454.38	76956.333	11188	5734.34	1	-1
14	134.38136	1.9023707	76.224792	47.517406	472228	3.5795934	2	1	-113399.24	77051.148	9938	5734.34	1	-1
15	327.15451	2.0578183	181.72923	67.842056	216484	6.0683169	2	1	-113485.99	76886.35	3191	5734.34	1	-1
16	189.30472	1.6351205	72.783058	46.944305	337999	3.4440277	2	1	-113534.85	76946.98	7200	5734.34	1	-1
17	159.48004	1.8579235	86.60865	45.576496	41110	3.1995566	2	1	-113493.08	76870.87	902	5734.34	1	-1
18	242.7001	1.4095023	160.75528	46.179161	142278	4.4307041	3	1	-112491.49	76890.059	3081	5732.23	2	-1
19	165.62433	1.5307079	116.97624	50.259937	213655	4.1616092	3	1	-112430.38	76982.939	4251	5732.23	2	-1
20	429.01883	1.5107527	143.2187	102.99596	153052	6.1305518	3	1	-112543.9	76929.887	1486	5732.23	2	-1
21	595.05579	1.6205326	251.02879	78.896332	219174.02	5.7508998	3	1	-112434.09	76894.413	2778	5732.23	2	-1
22	449.64865	1.6246341	250.59657	84.667503	336638	6.4884305	3	1	-112445.22	76883.286	3976	5732.23	2	-1
23	230.67921	1.8061099	112.09346	42.691547	276812	4.3257251	3	1	-112596.63	76859.905	6484	5732.23	2	-1
24	265.00858	1.860946	163.84308	52.598377	220545	4.7336035	3	1	-112698.86	77047.6	4193	5732.23	2	-1
25	297.36551	2.2098214	126.87754	50.781178	247151.98	4.6959114	3	1	-112663.23	76915.697	4867	5732.23	2	-1
26	239.86023	1.997976	131.66394	47.084843	299130	4.1585078	3	1	-112641.78	77061.306	6353	5732.23	2	-1
27	288.1347	1.8883309	143.29958	50.248268	587553	4.2179937	3	1	-112496.49	77034.216	11693	5732.23	2	-1
28	294.12903	1.9237305	103.69756	46.701046	227293.98	4.5247588	3	1	-112645.33	76971.974	4867	5732.23	2	-1
29	176.65135	1.5040707	128.67104	45.98851	196141	3.7720985	3	1	-112521.97	77078.721	4265	5732.23	2	-1
30	473.11252	1.8261214	145.24046	72.810684	448441	5.3584995	3	1	-112564.7	76964.879	6159	5732.23	2	-1
31	270.25824	2.137828	165.4821	47.635963	271525	4.2291226	3	1	-112441.67	76939.562	5700	5732.23	2	-1
32	373.69727	1.9056445	134.81898	89.26368	313137	6.4221778	3	1	-112493.27	76838.459	3508	5732.23	2	-1
33	258.11176	1.8350305	34.050079	50.136005	95108	3.508698	3	1	-112549.06	76990.84	1897	5732.23	2	-1
34	152.37085	1.8144063	209.04013	8.5030174	84537	3.0819755	3	1	-112620.98	77019.542	9942	5732.23	2	-1
35	133.54466	2.958153	29.951683	38.32943	26179	2.7862372	3	1	-112557.29	76996.161	683	5732.23	2	-1
36	206.69446	1.4377139	137.79918	47.966953	377404	3.4334011	4	1	-111720.49	76989.227	7868	5730.23	3	-1
37	164.57773	1.4622123	169.70174	43.435547	212617	5.7807965	4	1	-111583.92	76926.179	4895	5730.23	3	-1
38	175.32571	2.4493495	172.61389	43.256901	200538.98	4.2823553	4	1	-111530.54	77025.831	4636	5730.23	3	-1
39	215.52637	2.1450423	113.402	46.494724	167474	3.852582	4	1	-111679.86	76944.561	3602	5730.23	3	-1
40	256.72717	1.8924024	178.66782	45.972736	266412	4.3106127	4	1	-111652.29	77021.639	5795	5730.23	3	-1
41	233.78105	2.3789774	145.15976	66.760994	412850	3.7685964	4	1	-111744.84	76883.77	6184	5730.23	3	-1
42	292.77081	1.7292728	106.41793	70.460197	343423	4.2710299	5	1	-110784.37	76865.387	4874	5729.7	4	-1
43	229.04376	1.9114043	124.08281	71.311714	226486	4.0654912	5	1	-110795.5	76907.151	3176	5729.7	4	-1
44	290.36826	2.1068451	134.7946	65.548973	337315	5.2909055	5	1	-110716.33	76860.872	5146	5729.7	4	-1
45	231.67241	1.9810757	107.65598	69.513031	346731	4.5144348	5	1	-110861.61	77062.435	4988	5729.7	4	-1
46	286.03082	1.5163934	120.2898	67.43531	334614	4.3819027	5	1	-110645.7	76954.236	4962	5729.7	4	-1
47	180.77368	2.0385598	121.43817	67.101494	287597	4.1759214	5	1	-110813.88	76935.693	4286	5729.7	4	-1
48	382.78491	1.7411079	221.35207	68.255486	233229	6.9130816	5	1	-110824.69	77054.372	3417	5729.7	4	-1
49	293.39377	2.0271411	95.951019	70.006363	110050	3.1984732	5	1	-110781.47	77029.863	1572	5729.7	4	-1
50	286.42041	1.8933112	78.077057	75.265724	132844	3.0028329	5	1	-110793.89	77025.992	1765	5729.7	4	-1
51	241.28883	2.904634	99.87442	42.095802	117321	3.3699319	5	1	-110809.21	77035.345	2787	5729.7	4	-1
52	256.26044	1.8172311	84.768227	88.133736	175298	3.2197084	5	1	-110794.05	77038.57	1989	5729.7	4	-1
53	287.48718	1.4892115	158.1779	62.699802	158944	5.5952663	6	1	-109883.89	76946.012	2535	5728.85	5	-1
54	292.37485	1.7143931	178.95734	62.750858	164721	6.3443809	6	1	-109828.58	76914.891	2625	5728.85	5	-1
55	402.33075	2.0447438	181.51289	52.946983	217718	4.8732977	6	1	-109775.05	77088.396	4112	5728.85	5	-1
56	243.76083	1.937874	194.79932	60.774334	211677	6.8699398	6	1	-109911.79	76995.516	3483	5728.85	5	-1
57	238.99493	2.2700669	187.9924	59.195274	210380	5.3359594	6	1	-109820.52	76997.935	3554	5728.85	5	-1
58	340.40891	2.0593496	198.80394	82.892525	197450	7.0633922	6	1	-109754.09	76965.685	2382	5728.85	5	-1
59	327.40875	2.1454965	161.95233	86.500725	179662	6.586904	6	1	-109741.51	76957.784	2077	5728.85	5	-1
60	161.36758	1.9150999	104.57606	46.545872	232869	3.506696	6	1	-109776.01	76917.633	5003	5728.85	5	-1
61	387.42975	1.8633209	224.46391	54.035267	99587	4.7900162	6	1	-109849.22	77038.893	1843	5728.85	5	-1
62	437.4682	1.5335904	249.48576	100.33989	479424	7.3105903	6	1	-109756.18	77071.143	4778	5728.85	5	-1
63	412.08478	2.1315476	132.02112	60.767723	201445	4.919457	6	1	-109780.37	77066.305	3315	5728.85	5	-1
64	224.83409	1.8650436	145.26508	69.630852	227484	4.9709215	6	1	-109798.59	76828.622	3267	5728.85	5	-1
65	322.77469	1.4820114	151.4751	48.902489	117855	4.6510372	6	1	-109854.38	77024.219	2410	5728.85	5	-1
66	136.31976	1.5949153	125.70993	30.54619	158382	3.5670202	6	1	-109939.04	76932.467	5185	5728.85	5	-1
67	143.03836	1.5667611	124.26808	30.08744	151400	3.554054	6	1	-109933.56	76909.57	5032	5728.85	5	-1
68	203.34174	1.6059898	103.33426	36.32048	247742	3.3237062	7	1	-108975.83	76975.038	6821	5725.72	6	-1
69	319.37247	2.0235738	204.82126	60.163284	124538	6.3323669	7	1	-108939.55	76885.06	2070	5725.72	6	-1
70	208.27609	1.8162921	146.60657	58.007095	196238	5.2757907	7	1	-108923.1	76874.74	3383	5725.72	6	-1
71	265.55487	3.7334937	75.070686	32.747898	132498	4.6757293	7	1	-109089.67	77020.833	4046	5725.72	6	-1
72	233.24379	1.703112	91.504272	40.85923	195920.02	5.2702813	8	1	-108111.46	76990.195	4795	5727	7	-1
73	261.52396	1.8682253	167.62875	50.918812	142369	4.6219602	8	1	-108200.96	76950.366	2796	5727	7	-1
74	335.87134	1.9059305	133.75862	54.574883	106039	5.6562018	8	1	-108168.87	76875.869	1943	5727	7	-1
75	253.78394	2.3323529	154.2253	50.660515	131768	5.5763168	8	1	-107986.34	76957.461	2601	5727	7	-1
76	244.44162	2.1803543	155.11513	59.089108	181699	6.6809754	8	1	-108092.28	76819.915	3075	5727	7	-1
77	289.47687	1.9659864	126.91187	45.378269	112765	4.9798794	8	1	-108161.29	76857.809	2485	5727	7	-1
78	307.18393	2.248545	202.79466	51.877151	147798	5.9059319	8	1	-108114.37	76820.56	2849	5727	7	-1
79	158.77097	1.920098	216.86343	28.610214	53215	5.7532258	8	1	-108102.27	76811.046	1860	5727	7	-1
80	231.61426	2.091293	93.391861	50.371002	403371	3.8547702	10	1	-106209.55	76948.27	8008	5723.45	9	-1
81	200.5919	1.6037453	125.82024	52.597775	349670	4.125	10	1	-106161.18	76884.899	6648	5723.45	9	-1
82	178.27521	1.6221575	141.89189	54.544743	298687	5.3073411	10	1	-106234.39	77105.811	5476	5723.45	9	-1
83	243.2075	2.2743739	112.30777	51.356766	361603	4.4726601	10	1	-106148.76	77012.609	7041	5723.45	9	-1
84	194.04652	2.2159059	159.95996	41.445728	147008	4.5706229	10	1	-106386.29	76908.28	3547	5723.45	9	-1
